label,n_samples,peak_mag_g,ax_mean,ax_std,ax_min,ax_max,ay_mean,ay_std,ay_min,ay_max,az_mean,az_std,az_min,az_max,gx_mean,gx_std,gx_min,gx_max,gy_mean,gy_std,gy_min,gy_max,gz_mean,gz_std,gz_min,gz_max
still,104,6.221245004845079,-0.2980701923076923,0.6137832638455419,-2.345,0.2849,0.5945134615384615,1.5704447491112492,-0.6587,5.2668,0.13753942307692307,2.1164909564499164,-6.5837,2.7478,-218.51624999999999,400.19870418808466,-1024.0,76.938,74.07872115384615,100.03771048752418,-26.031,314.812,74.47805769230769,127.92508956956523,-62.219,412.656
still,101,0.5364423451597524,-0.7504247524752475,0.06397023813862966,-0.8938,-0.6011,-0.19213861386138611,0.1403069350877646,-0.5188,0.1191,-0.8253673267326732,0.23667365387260175,-1.3728,-0.3423,110.03561386138614,93.53042724331074,-99.469,255.438,-39.00833663366337,24.489650436066604,-81.438,-2.312,-35.47212871287129,32.51062595511403,-84.156,21.656
still,103,0.213992129299033,-0.41047961165048547,0.1761384927079865,-0.8511,-0.2209,-0.3512029126213593,0.15962165002456646,-0.6223,-0.074,0.5887669902912621,0.49559961435145466,-0.3591,1.1907,175.4872233009709,139.93516181077717,24.156,434.812,-24.64109708737864,32.83150134066117,-87.719,12.906,-48.5161359223301,51.34610943260473,-166.781,11.312
still,101,6.557389656488541,-0.436329702970297,0.5669854470244677,-2.179,0.4424,0.7834564356435643,1.6939150994199033,-1.3193,5.8735,-0.42830891089108913,2.2054254919660434,-7.157,2.4136,-227.1213366336634,409.59230903274755,-1024.0,118.844,92.62590099009901,140.44762400659937,-68.656,449.625,66.37038613861385,124.00628177740367,-46.188,360.562
still,103,0.5375632995099748,-0.7207796116504854,0.2788815722343232,-0.9993,-0.158,-0.15866213592233008,0.11583985691378752,-0.4136,0.0493,-0.4606456310679612,0.7016005937572488,-1.1265,1.2041,250.0415631067961,167.66416423648735,-0.375,557.406,-36.4957572815534,24.944715508019712,-94.719,14.312,-83.87350485436893,64.11451953967506,-218.375,5.312
still,100,0.21652107667726006,-0.342435,0.0875151888245692,-0.4829,-0.0693,-0.502252,0.15217100675227196,-0.6299,0.0156,0.745467,0.12285532797156173,0.5955,1.1956,27.89127,27.642450510349114,-6.531,173.375,-15.76408,7.053408898794965,-33.844,-4.469,-42.81778,39.24694771102079,-117.688,5.844
still,103,8.329014368624373,0.02574951456310679,0.6557885846387407,-1.8997,1.4163,0.6100466019417475,1.6930570651881758,-1.2122,5.7827,-0.5248912621359223,2.592428719155887,-8.0,3.1716,-221.7670291262136,379.2581366810291,-1024.0,34.531,3.4848058252427183,86.81379167523014,-82.188,251.438,31.88685436893204,145.98835574362212,-120.688,456.938
still,102,0.6057096779928808,-0.291871568627451,0.13578628564081,-0.5557,0.0186,-0.5304490196078432,0.10030084818234417,-0.759,-0.3718,-0.6930509803921568,0.6052365400087671,-1.4182,0.6462,202.26927450980392,113.38400199626643,5.938,363.375,-72.21751960784313,43.44863513588412,-142.438,19.594,-19.850833333333334,31.49721121426695,-62.844,61.031
still,100,3.020013201470861,0.348211,0.6284412128266255,-0.6104,1.2896,0.07342,0.9611773277600757,-0.6467,3.5161,0.883103,0.26311987057423086,0.4871,1.5278,59.47307,145.5581817629813,-618.562,190.562,47.94152,97.2707452781647,-41.469,325.406,-19.206220000000002,154.7358967183491,-184.375,623.875
still,79,0.7751917107737969,-0.9285658227848101,0.15060484794429105,-1.1274,-0.4719,0.050140506329113925,0.056977418398331876,-0.1831,0.1379,-0.5550367088607595,0.19975063959734435,-1.6716,-0.1914,33.35840506329114,56.2785352131224,-97.625,114.406,-33.594898734177214,28.132991559123152,-91.812,29.344,-26.85832911392405,29.937263553241486,-64.781,34.0
